Source,Year,Mean,Date,Month,Season,Mean_Normalized
gcag,1991-01,0.3034,1991-01-01,1,Winter,0.5340013465879838
GISTEMP,1991-02,0.49,1991-02-01,2,Winter,0.6079052635747951
gcag,1991-02,0.407,1991-02-01,2,Winter,0.5750326745613689
GISTEMP,1991-03,0.35,1991-03-01,3,Summer,0.5524575230702206
gcag,1991-03,0.2474,1991-03-01,3,Summer,0.5118222503861539
GISTEMP,1991-04,0.51,1991-04-01,4,Summer,0.6158263693611629
gcag,1991-04,0.436,1991-04-01,4,Summer,0.586518277951602
GISTEMP,1991-05,0.34,1991-05-01,5,Summer,0.5484969701770368
gcag,1991-05,0.314,1991-05-01,5,Summer,0.5381995326547586
GISTEMP,1991-06,0.53,1991-06-01,6,Monsoon,0.6237474751475307
gcag,1991-06,0.4335,1991-06-01,6,Monsoon,0.5855281397283061
GISTEMP,1991-07,0.47,1991-07-01,7,Monsoon,0.5999841577884273
gcag,1991-07,0.4674,1991-07-01,7,Monsoon,0.5989544140361995
GISTEMP,1991-08,0.39,1991-08-01,8,Monsoon,0.5682997346429561
gcag,1991-08,0.362,1991-08-01,8,Monsoon,0.5572101865420412
GISTEMP,1991-09,0.44,1991-09-01,9,Post-Monsoon,0.5881024991088756
gcag,1991-09,0.3528,1991-09-01,9,Post-Monsoon,0.5535664778803121
GISTEMP,1991-10,0.29,1991-10-01,10,Post-Monsoon,0.5286942057111174
gcag,1991-10,0.2512,1991-10-01,10,Post-Monsoon,0.5133272604855639
GISTEMP,1991-11,0.29,1991-11-01,11,Post-Monsoon,0.5286942057111174
gcag,1991-11,0.2536,1991-11-01,11,Post-Monsoon,0.514277793179928
GISTEMP,1991-12,0.32,1991-12-01,12,Winter,0.540575864390669
gcag,1991-12,0.2383,1991-12-01,12,Winter,0.5082181472533566
GISTEMP,1992-01,0.47,1992-01-01,1,Winter,0.5999841577884273
gcag,1992-01,0.3629,1992-01-01,1,Winter,0.5575666363024279
GISTEMP,1992-02,0.4,1992-02-01,2,Winter,0.5722602875361401
gcag,1992-02,0.3484,1992-02-01,2,Winter,0.5518238346073112
GISTEMP,1992-03,0.48,1992-03-01,3,Summer,0.6039447106816112
gcag,1992-03,0.3092,1992-03-01,3,Summer,0.5362984672660304
GISTEMP,1992-04,0.27,1992-04-01,4,Summer,0.5207730999247495
gcag,1992-04,0.1619,1992-04-01,4,Summer,0.4779595231494317
GISTEMP,1992-05,0.31,1992-05-01,5,Summer,0.5366153114974851
gcag,1992-05,0.168,1992-05-01,5,Summer,0.4803754604142738
GISTEMP,1992-06,0.25,1992-06-01,6,Monsoon,0.5128519941383818
gcag,1992-06,0.1564,1992-06-01,6,Monsoon,0.4757812190581806
GISTEMP,1992-07,0.08,1992-07-01,7,Monsoon,0.44552259495425567
gcag,1992-07,0.0053,1992-07-01,7,Monsoon,0.415937264842172
GISTEMP,1992-08,0.08,1992-08-01,8,Monsoon,0.44552259495425567
gcag,1992-08,0.0377,1992-08-01,8,Monsoon,0.4287694562160878
GISTEMP,1992-09,-0.01,1992-09-01,9,Post-Monsoon,0.40987761891560065
gcag,1992-09,-0.0899,1992-09-01,9,Post-Monsoon,0.3782328012990614
GISTEMP,1992-10,0.06,1992-10-01,10,Post-Monsoon,0.4376014891678879
gcag,1992-10,-0.0227,1992-10-01,10,Post-Monsoon,0.40484771674125714
GISTEMP,1992-11,0.03,1992-11-01,11,Post-Monsoon,0.4257198304883362
gcag,1992-11,-0.0373,1992-11-01,11,Post-Monsoon,0.39906530951720864
GISTEMP,1992-12,0.22,1992-12-01,12,Winter,0.5009703354588301
gcag,1992-12,0.0987,1992-12-01,12,Winter,0.4529288288645095
GISTEMP,1993-01,0.34,1993-01-01,1,Winter,0.5484969701770368
gcag,1993-01,0.261,1993-01-01,1,Winter,0.517208602320884
GISTEMP,1993-02,0.37,1993-02-01,2,Winter,0.5603786288565884
gcag,1993-02,0.2833,1993-02-01,2,Winter,0.5260406352726841
GISTEMP,1993-03,0.36,1993-03-01,3,Summer,0.5564180759634045
gcag,1993-03,0.2361,1993-03-01,3,Summer,0.5073468256168562
GISTEMP,1993-04,0.27,1993-04-01,4,Summer,0.5207730999247495
gcag,1993-04,0.1951,1993-04-01,4,Summer,0.49110855875480225
GISTEMP,1993-05,0.28,1993-05-01,5,Summer,0.5247336528179334
gcag,1993-05,0.1956,1993-05-01,5,Summer,0.4913065863994614
GISTEMP,1993-06,0.23,1993-06-01,6,Monsoon,0.5049308883520139
gcag,1993-06,0.1645,1993-06-01,6,Monsoon,0.47898926690165955
GISTEMP,1993-07,0.25,1993-07-01,7,Monsoon,0.5128519941383818
gcag,1993-07,0.1586,1993-07-01,7,Monsoon,0.47665254069468105
GISTEMP,1993-08,0.11,1993-08-01,8,Monsoon,0.4574042536338073
gcag,1993-08,0.0842,1993-08-01,8,Monsoon,0.4471860271693929
GISTEMP,1993-09,0.11,1993-09-01,9,Post-Monsoon,0.4574042536338073
gcag,1993-09,0.0455,1993-09-01,9,Post-Monsoon,0.4318586874727713
GISTEMP,1993-10,0.23,1993-10-01,10,Post-Monsoon,0.5049308883520139
gcag,1993-10,0.1505,1993-10-01,10,Post-Monsoon,0.4734444928512021
GISTEMP,1993-11,0.03,1993-11-01,11,Post-Monsoon,0.4257198304883362
gcag,1993-11,0.0657,1993-11-01,11,Post-Monsoon,0.4398590043170027
GISTEMP,1993-12,0.18,1993-12-01,12,Winter,0.4851281238860945
gcag,1993-12,0.1483,1993-12-01,12,Winter,0.47257317121470166
GISTEMP,1994-01,0.26,1994-01-01,1,Winter,0.5168125470315657
gcag,1994-01,0.2003,1994-01-01,1,Winter,0.4931680462592578
GISTEMP,1994-02,0.02,1994-02-01,2,Winter,0.4217592775951523
gcag,1994-02,0.014,1994-02-01,2,Winter,0.41938294585924196
GISTEMP,1994-03,0.29,1994-03-01,3,Summer,0.5286942057111174
gcag,1994-03,0.2355,1994-03-01,3,Summer,0.5071091924432651
GISTEMP,1994-04,0.41,1994-04-01,4,Summer,0.576220840429324
gcag,1994-04,0.2556,1994-04-01,4,Summer,0.5150699037585648
GISTEMP,1994-05,0.28,1994-05-01,5,Summer,0.5247336528179334
gcag,1994-05,0.2077,1994-05-01,5,Summer,0.4960988554002139
GISTEMP,1994-06,0.43,1994-06-01,6,Monsoon,0.5841419462156917
gcag,1994-06,0.3144,1994-06-01,6,Monsoon,0.538357954770486
GISTEMP,1994-07,0.3,1994-07-01,7,Monsoon,0.5326547586043012
gcag,1994-07,0.1822,1994-07-01,7,Monsoon,0.48599944552259494
GISTEMP,1994-08,0.21,1994-08-01,8,Monsoon,0.4970097825656462
gcag,1994-08,0.1733,1994-08-01,8,Monsoon,0.4824745534476613
GISTEMP,1994-09,0.31,1994-09-01,9,Post-Monsoon,0.5366153114974851
gcag,1994-09,0.2722,1994-09-01,9,Post-Monsoon,0.52164442156125
GISTEMP,1994-10,0.42,1994-10-01,10,Post-Monsoon,0.5801813933225078
gcag,1994-10,0.347,1994-10-01,10,Post-Monsoon,0.5512693572022654
GISTEMP,1994-11,0.44,1994-11-01,11,Post-Monsoon,0.5881024991088756
gcag,1994-11,0.3531,1994-11-01,11,Post-Monsoon,0.5536852944671077
GISTEMP,1994-12,0.39,1994-12-01,12,Winter,0.5682997346429561
gcag,1994-12,0.2474,1994-12-01,12,Winter,0.5118222503861539
GISTEMP,1995-01,0.52,1995-01-01,1,Winter,0.6197869222543467
gcag,1995-01,0.4136,1995-01-01,1,Winter,0.5776466394708701
GISTEMP,1995-02,0.79,1995-02-01,2,Winter,0.7267218503703118
gcag,1995-02,0.6401,1995-02-01,2,Winter,0.6673531625014854
GISTEMP,1995-03,0.46,1995-03-01,3,Summer,0.5960236048952434
gcag,1995-03,0.3564,1995-03-01,3,Summer,0.5549922769218584
GISTEMP,1995-04,0.46,1995-04-01,4,Summer,0.5960236048952434
gcag,1995-04,0.4273,1995-04-01,4,Summer,0.5830725969345321
GISTEMP,1995-05,0.27,1995-05-01,5,Summer,0.5207730999247495
gcag,1995-05,0.2646,1995-05-01,5,Summer,0.5186344013624302
GISTEMP,1995-06,0.43,1995-06-01,6,Monsoon,0.5841419462156917
gcag,1995-06,0.3784,1995-06-01,6,Monsoon,0.5637054932868629
GISTEMP,1995-07,0.45,1995-07-01,7,Monsoon,0.5920630520020596
gcag,1995-07,0.4418,1995-07-01,7,Monsoon,0.5888153986296487
GISTEMP,1995-08,0.45,1995-08-01,8,Monsoon,0.5920630520020596
gcag,1995-08,0.3916,1995-08-01,8,Monsoon,0.5689334231058656
GISTEMP,1995-09,0.33,1995-09-01,9,Post-Monsoon,0.5445364172838529
gcag,1995-09,0.2796,1995-09-01,9,Post-Monsoon,0.5245752307022061
GISTEMP,1995-10,0.47,1995-10-01,10,Post-Monsoon,0.5999841577884273
gcag,1995-10,0.3794,1995-10-01,10,Post-Monsoon,0.5641015485761812
GISTEMP,1995-11,0.44,1995-11-01,11,Post-Monsoon,0.5881024991088756
gcag,1995-11,0.3754,1995-11-01,11,Post-Monsoon,0.5625173274189077
GISTEMP,1995-12,0.26,1995-12-01,12,Winter,0.5168125470315657
gcag,1995-12,0.174,1995-12-01,12,Winter,0.48275179215018416
GISTEMP,1996-01,0.24,1996-01-01,1,Winter,0.5088914412451979
gcag,1996-01,0.2164,1996-01-01,1,Winter,0.49954453641728386
GISTEMP,1996-02,0.45,1996-02-01,2,Winter,0.5920630520020596
gcag,1996-02,0.4616,1996-02-01,2,Winter,0.5966572933581529
GISTEMP,1996-03,0.32,1996-03-01,3,Summer,0.540575864390669
gcag,1996-03,0.2884,1996-03-01,3,Summer,0.5280605172482079
GISTEMP,1996-04,0.33,1996-04-01,4,Summer,0.5445364172838529
gcag,1996-04,0.2516,1996-04-01,4,Summer,0.5134856826012912
GISTEMP,1996-05,0.27,1996-05-01,5,Summer,0.5207730999247495
gcag,1996-05,0.2371,1996-05-01,5,Summer,0.5077428809061746
GISTEMP,1996-06,0.25,1996-06-01,6,Monsoon,0.5128519941383818
gcag,1996-06,0.2165,1996-06-01,6,Monsoon,0.4995841419462157
GISTEMP,1996-07,0.36,1996-07-01,7,Monsoon,0.5564180759634045
gcag,1996-07,0.3254,1996-07-01,7,Monsoon,0.5427145629529883
GISTEMP,1996-08,0.48,1996-08-01,8,Monsoon,0.6039447106816112
gcag,1996-08,0.3515,1996-08-01,8,Monsoon,0.5530516060041982
GISTEMP,1996-09,0.25,1996-09-01,9,Post-Monsoon,0.5128519941383818
gcag,1996-09,0.2046,1996-09-01,9,Post-Monsoon,0.49487108400332686
GISTEMP,1996-10,0.24,1996-10-01,10,Post-Monsoon,0.5088914412451979
gcag,1996-10,0.1277,1996-10-01,10,Post-Monsoon,0.46441443225474277
GISTEMP,1996-11,0.38,1996-11-01,11,Post-Monsoon,0.5643391817497724
gcag,1996-11,0.3163,1996-11-01,11,Post-Monsoon,0.5391104598201909
GISTEMP,1996-12,0.37,1996-12-01,12,Winter,0.5603786288565884
gcag,1996-12,0.3233,1996-12-01,12,Winter,0.5418828468454197
GISTEMP,1997-01,0.33,1997-01-01,1,Winter,0.5445364172838529
gcag,1997-01,0.249,1997-01-01,1,Winter,0.5124559388490634
GISTEMP,1997-02,0.4,1997-02-01,2,Winter,0.5722602875361401
gcag,1997-02,0.3044,1997-02-01,2,Winter,0.5343974018773021
GISTEMP,1997-03,0.52,1997-03-01,3,Summer,0.6197869222543467
gcag,1997-03,0.3971,1997-03-01,3,Summer,0.5711117271971168
GISTEMP,1997-04,0.33,1997-04-01,4,Summer,0.5445364172838529
gcag,1997-04,0.3775,1997-04-01,4,Summer,0.5633490435264763
GISTEMP,1997-05,0.34,1997-05-01,5,Summer,0.5484969701770368
gcag,1997-05,0.3171,1997-05-01,5,Summer,0.5394273040516456
GISTEMP,1997-06,0.54,1997-06-01,6,Monsoon,0.6277080280407146
gcag,1997-06,0.4918,1997-06-01,6,Monsoon,0.6086181630955682
GISTEMP,1997-07,0.34,1997-07-01,7,Monsoon,0.5484969701770368
gcag,1997-07,0.3461,1997-07-01,7,Monsoon,0.5509129074418789
GISTEMP,1997-08,0.41,1997-08-01,8,Monsoon,0.576220840429324
gcag,1997-08,0.4057,1997-08-01,8,Monsoon,0.5745178026852549
GISTEMP,1997-09,0.51,1997-09-01,9,Post-Monsoon,0.6158263693611629
gcag,1997-09,0.4675,1997-09-01,9,Post-Monsoon,0.5989940195651313
GISTEMP,1997-10,0.61,1997-10-01,10,Post-Monsoon,0.6554318982930017
gcag,1997-10,0.5718,1997-10-01,10,Post-Monsoon,0.6403025862410392
GISTEMP,1997-11,0.64,1997-11-01,11,Post-Monsoon,0.6673135569725533
gcag,1997-11,0.6157,1997-11-01,11,Post-Monsoon,0.6576894134421166
GISTEMP,1997-12,0.59,1997-12-01,12,Winter,0.647510792506634
gcag,1997-12,0.5239,1997-12-01,12,Winter,0.6213315378826885
GISTEMP,1998-01,0.57,1998-01-01,1,Winter,0.6395896867202662
gcag,1998-01,0.563,1998-01-01,1,Winter,0.6368172996950374
GISTEMP,1998-02,0.88,1998-02-01,2,Winter,0.7623668264089668
gcag,1998-02,0.7974,1998-02-01,2,Winter,0.7296526595112678
GISTEMP,1998-03,0.63,1998-03-01,3,Summer,0.6633530040793696
gcag,1998-03,0.5895,1998-03-01,3,Summer,0.6473127648619748
GISTEMP,1998-04,0.63,1998-04-01,4,Summer,0.6633530040793696
gcag,1998-04,0.6509,1998-04-01,4,Summer,0.6716305596261238
GISTEMP,1998-05,0.68,1998-05-01,5,Summer,0.6831557685452889
gcag,1998-05,0.6391,1998-05-01,5,Summer,0.6669571072121668
GISTEMP,1998-06,0.77,1998-06-01,6,Monsoon,0.7188007445839439
gcag,1998-06,0.6679,1998-06-01,6,Monsoon,0.6783634995445366
GISTEMP,1998-07,0.66,1998-07-01,7,Monsoon,0.6752346627589212
gcag,1998-07,0.6591,1998-07-01,7,Monsoon,0.6748782129985347
GISTEMP,1998-08,0.65,1998-08-01,8,Monsoon,0.6712741098657373
gcag,1998-08,0.6456,1998-08-01,8,Monsoon,0.6695314665927364
GISTEMP,1998-09,0.41,1998-09-01,9,Post-Monsoon,0.576220840429324
gcag,1998-09,0.4348,1998-09-01,9,Post-Monsoon,0.5860430116044201
GISTEMP,1998-10,0.41,1998-10-01,10,Post-Monsoon,0.576220840429324
gcag,1998-10,0.4111,1998-10-01,10,Post-Monsoon,0.5766565012475742
GISTEMP,1998-11,0.43,1998-11-01,11,Post-Monsoon,0.5841419462156917
gcag,1998-11,0.3822,1998-11-01,11,Post-Monsoon,0.5652105033862728
GISTEMP,1998-12,0.54,1998-12-01,12,Winter,0.6277080280407146
gcag,1998-12,0.4876,1998-12-01,12,Winter,0.606954730880431
GISTEMP,1999-01,0.48,1999-01-01,1,Winter,0.6039447106816112
gcag,1999-01,0.3873,1999-01-01,1,Winter,0.5672303853617966
GISTEMP,1999-02,0.64,1999-02-01,2,Winter,0.6673135569725533
gcag,1999-02,0.604,1999-02-01,2,Winter,0.6530555665570914
GISTEMP,1999-03,0.32,1999-03-01,3,Summer,0.540575864390669
gcag,1999-03,0.2638,1999-03-01,3,Summer,0.5183175571309755
GISTEMP,1999-04,0.32,1999-04-01,4,Summer,0.540575864390669
gcag,1999-04,0.2695,1999-04-01,4,Summer,0.5205750722800904
GISTEMP,1999-05,0.26,1999-05-01,5,Summer,0.5168125470315657
gcag,1999-05,0.2478,1999-05-01,5,Summer,0.5119806725018813
GISTEMP,1999-06,0.36,1999-06-01,6,Monsoon,0.5564180759634045
gcag,1999-06,0.3248,1999-06-01,6,Monsoon,0.5424769297793972
GISTEMP,1999-07,0.38,1999-07-01,7,Monsoon,0.5643391817497724
gcag,1999-07,0.3104,1999-07-01,7,Monsoon,0.5367737336132125
GISTEMP,1999-08,0.31,1999-08-01,8,Monsoon,0.5366153114974851
gcag,1999-08,0.3026,1999-08-01,8,Monsoon,0.533684502356529
GISTEMP,1999-09,0.38,1999-09-01,9,Post-Monsoon,0.5643391817497724
gcag,1999-09,0.276,1999-09-01,9,Post-Monsoon,0.5231494316606599
GISTEMP,1999-10,0.34,1999-10-01,10,Post-Monsoon,0.5484969701770368
gcag,1999-10,0.307,1999-10-01,10,Post-Monsoon,0.5354271456295299
GISTEMP,1999-11,0.37,1999-11-01,11,Post-Monsoon,0.5603786288565884
gcag,1999-11,0.2869,1999-11-01,11,Post-Monsoon,0.5274664343142302
GISTEMP,1999-12,0.4,1999-12-01,12,Winter,0.5722602875361401
gcag,1999-12,0.3138,1999-12-01,12,Winter,0.538120321596895
GISTEMP,2000-01,0.24,2000-01-01,1,Winter,0.5088914412451979
gcag,2000-01,0.1813,2000-01-01,1,Winter,0.48564299576220843
GISTEMP,2000-02,0.56,2000-02-01,2,Winter,0.6356291338270823
gcag,2000-02,0.4992,2000-02-01,2,Winter,0.6115489722365243
GISTEMP,2000-03,0.55,2000-03-01,3,Summer,0.6316685809338984
gcag,2000-03,0.445,2000-03-01,3,Summer,0.5900827755554676
GISTEMP,2000-04,0.56,2000-04-01,4,Summer,0.6356291338270823
gcag,2000-04,0.5384,2000-04-01,4,Summer,0.6270743395778051
GISTEMP,2000-05,0.36,2000-05-01,5,Summer,0.5564180759634045
gcag,2000-05,0.3058,2000-05-01,5,Summer,0.5349518792823479
GISTEMP,2000-06,0.4,2000-06-01,6,Monsoon,0.5722602875361401
gcag,2000-06,0.3502,2000-06-01,6,Monsoon,0.5525367341280844
GISTEMP,2000-07,0.39,2000-07-01,7,Monsoon,0.5682997346429561
gcag,2000-07,0.3258,2000-07-01,7,Monsoon,0.5428729850687156
GISTEMP,2000-08,0.42,2000-08-01,8,Monsoon,0.5801813933225078
gcag,2000-08,0.3747,2000-08-01,8,Monsoon,0.5622400887163849
GISTEMP,2000-09,0.38,2000-09-01,9,Post-Monsoon,0.5643391817497724
gcag,2000-09,0.3108,2000-09-01,9,Post-Monsoon,0.5369321557289398
GISTEMP,2000-10,0.26,2000-10-01,10,Post-Monsoon,0.5168125470315657
gcag,2000-10,0.1948,2000-10-01,10,Post-Monsoon,0.4909897421680067
GISTEMP,2000-11,0.3,2000-11-01,11,Post-Monsoon,0.5326547586043012
gcag,2000-11,0.2453,2000-11-01,11,Post-Monsoon,0.5109905342785853
GISTEMP,2000-12,0.28,2000-12-01,12,Winter,0.5247336528179334
gcag,2000-12,0.2017,2000-12-01,12,Winter,0.4937225236643036
GISTEMP,2001-01,0.45,2001-01-01,1,Winter,0.5920630520020596
gcag,2001-01,0.3642,2001-01-01,1,Winter,0.5580815081785419
GISTEMP,2001-02,0.44,2001-02-01,2,Winter,0.5881024991088756
gcag,2001-02,0.3919,2001-02-01,2,Winter,0.569052239692661
GISTEMP,2001-03,0.55,2001-03-01,3,Summer,0.6316685809338984
gcag,2001-03,0.5205,2001-03-01,3,Summer,0.619984949899006
GISTEMP,2001-04,0.5,2001-04-01,4,Summer,0.611865816467979
gcag,2001-04,0.4525,2001-04-01,4,Summer,0.5930531902253555
GISTEMP,2001-05,0.57,2001-05-01,5,Summer,0.6395896867202662
gcag,2001-05,0.4893,2001-05-01,5,Summer,0.6076280248722723
GISTEMP,2001-06,0.52,2001-06-01,6,Monsoon,0.6197869222543467
gcag,2001-06,0.4459,2001-06-01,6,Monsoon,0.5904392253158541
GISTEMP,2001-07,0.59,2001-07-01,7,Monsoon,0.647510792506634
gcag,2001-07,0.5091,2001-07-01,7,Monsoon,0.6154699196007762
GISTEMP,2001-08,0.49,2001-08-01,8,Monsoon,0.6079052635747951
gcag,2001-08,0.5075,2001-08-01,8,Monsoon,0.6148362311378669
GISTEMP,2001-09,0.51,2001-09-01,9,Post-Monsoon,0.6158263693611629
gcag,2001-09,0.4926,2001-09-01,9,Post-Monsoon,0.6089350073270229
GISTEMP,2001-10,0.5,2001-10-01,10,Post-Monsoon,0.611865816467979
gcag,2001-10,0.4642,2001-10-01,10,Post-Monsoon,0.5976870371103806
GISTEMP,2001-11,0.72,2001-11-01,11,Post-Monsoon,0.6989979801180245
gcag,2001-11,0.6921,2001-11-01,11,Post-Monsoon,0.6879480375460415
GISTEMP,2001-12,0.55,2001-12-01,12,Winter,0.6316685809338984
gcag,2001-12,0.5416,2001-12-01,12,Winter,0.628341716503624
GISTEMP,2002-01,0.77,2002-01-01,1,Winter,0.7188007445839439
gcag,2002-01,0.6474,2002-01-01,1,Winter,0.6702443661135095
GISTEMP,2002-02,0.78,2002-02-01,2,Winter,0.7227612974771279
gcag,2002-02,0.6426,2002-02-01,2,Winter,0.6683433007247812
GISTEMP,2002-03,0.88,2002-03-01,3,Summer,0.7623668264089668
gcag,2002-03,0.7994,2002-03-01,3,Summer,0.7304447700899046
GISTEMP,2002-04,0.58,2002-04-01,4,Summer,0.64355023961345
gcag,2002-04,0.5682,2002-04-01,4,Summer,0.6388767871994931
GISTEMP,2002-05,0.64,2002-05-01,5,Summer,0.6673135569725533
gcag,2002-05,0.5028,2002-05-01,5,Summer,0.6129747712780704
GISTEMP,2002-06,0.53,2002-06-01,6,Monsoon,0.6237474751475307
gcag,2002-06,0.4493,2002-06-01,6,Monsoon,0.5917858132995367
GISTEMP,2002-07,0.61,2002-07-01,7,Monsoon,0.6554318982930017
gcag,2002-07,0.5695,2002-07-01,7,Monsoon,0.6393916590756069
GISTEMP,2002-08,0.53,2002-08-01,8,Monsoon,0.6237474751475307
gcag,2002-08,0.4985,2002-08-01,8,Monsoon,0.6112717335340013
GISTEMP,2002-09,0.63,2002-09-01,9,Post-Monsoon,0.6633530040793696
gcag,2002-09,0.5019,2002-09-01,9,Post-Monsoon,0.6126183215176839
GISTEMP,2002-10,0.54,2002-10-01,10,Post-Monsoon,0.6277080280407146
gcag,2002-10,0.5004,2002-10-01,10,Post-Monsoon,0.6120242385837064
GISTEMP,2002-11,0.59,2002-11-01,11,Post-Monsoon,0.647510792506634
gcag,2002-11,0.4945,2002-11-01,11,Post-Monsoon,0.6096875123767278
GISTEMP,2002-12,0.44,2002-12-01,12,Winter,0.5881024991088756
gcag,2002-12,0.347,2002-12-01,12,Winter,0.5512693572022654
GISTEMP,2003-01,0.74,2003-01-01,1,Winter,0.7069190859043923
gcag,2003-01,0.6539,2003-01-01,1,Winter,0.672818725494079
GISTEMP,2003-02,0.58,2003-02-01,2,Winter,0.64355023961345
gcag,2003-02,0.4856,2003-02-01,2,Winter,0.6061626203017942
GISTEMP,2003-03,0.6,2003-03-01,3,Summer,0.6514713453998178
gcag,2003-03,0.4836,2003-03-01,3,Summer,0.6053705097231574
GISTEMP,2003-04,0.55,2003-04-01,4,Summer,0.6316685809338984
gcag,2003-04,0.4728,2003-04-01,4,Summer,0.6010931125985188
GISTEMP,2003-05,0.6,2003-05-01,5,Summer,0.6514713453998178
gcag,2003-05,0.5223,2003-05-01,5,Summer,0.620697849419779
GISTEMP,2003-06,0.48,2003-06-01,6,Monsoon,0.6039447106816112
gcag,2003-06,0.4251,2003-06-01,6,Monsoon,0.5822012752980317
GISTEMP,2003-07,0.58,2003-07-01,7,Monsoon,0.64355023961345
gcag,2003-07,0.4838,2003-07-01,7,Monsoon,0.6054497207810211
GISTEMP,2003-08,0.65,2003-08-01,8,Monsoon,0.6712741098657373
gcag,2003-08,0.6121,2003-08-01,8,Monsoon,0.6562636144005705
GISTEMP,2003-09,0.62,2003-09-01,9,Post-Monsoon,0.6593924511861856
gcag,2003-09,0.5747,2003-09-01,9,Post-Monsoon,0.6414511465800626
GISTEMP,2003-10,0.72,2003-10-01,10,Post-Monsoon,0.6989979801180245
gcag,2003-10,0.6568,2003-10-01,10,Post-Monsoon,0.6739672858331024
GISTEMP,2003-11,0.53,2003-11-01,11,Post-Monsoon,0.6237474751475307
gcag,2003-11,0.4991,2003-11-01,11,Post-Monsoon,0.6115093667075925
GISTEMP,2003-12,0.75,2003-12-01,12,Winter,0.7108796387975762
gcag,2003-12,0.6602,2003-12-01,12,Winter,0.6753138738167849
GISTEMP,2004-01,0.58,2004-01-01,1,Winter,0.64355023961345
gcag,2004-01,0.509,2004-01-01,1,Winter,0.6154303140718446
GISTEMP,2004-02,0.72,2004-02-01,2,Winter,0.6989979801180245
gcag,2004-02,0.6349,2004-02-01,2,Winter,0.6652936749970296
GISTEMP,2004-03,0.63,2004-03-01,3,Summer,0.6633530040793696
gcag,2004-03,0.5283,2004-03-01,3,Summer,0.6230741811556894
GISTEMP,2004-04,0.61,2004-04-01,4,Summer,0.6554318982930017
gcag,2004-04,0.5228,2004-04-01,4,Summer,0.6208958770644383
GISTEMP,2004-05,0.37,2004-05-01,5,Summer,0.5603786288565884
gcag,2004-05,0.3509,2004-05-01,5,Summer,0.5528139728306072
GISTEMP,2004-06,0.44,2004-06-01,6,Monsoon,0.5881024991088756
gcag,2004-06,0.311,2004-06-01,6,Monsoon,0.5370113667868035
GISTEMP,2004-07,0.26,2004-07-01,7,Monsoon,0.5168125470315657
gcag,2004-07,0.2372,2004-07-01,7,Monsoon,0.5077824864351064
GISTEMP,2004-08,0.45,2004-08-01,8,Monsoon,0.5920630520020596
gcag,2004-08,0.4583,2004-08-01,8,Monsoon,0.5953503109034022
GISTEMP,2004-09,0.5,2004-09-01,9,Post-Monsoon,0.611865816467979
gcag,2004-09,0.4673,2004-09-01,9,Post-Monsoon,0.5989148085072676
GISTEMP,2004-10,0.61,2004-10-01,10,Post-Monsoon,0.6554318982930017
gcag,2004-10,0.5229,2004-10-01,10,Post-Monsoon,0.6209354825933702
GISTEMP,2004-11,0.72,2004-11-01,11,Post-Monsoon,0.6989979801180245
gcag,2004-11,0.6511,2004-11-01,11,Post-Monsoon,0.6717097706839875
GISTEMP,2004-12,0.5,2004-12-01,12,Winter,0.611865816467979
gcag,2004-12,0.4149,2004-12-01,12,Winter,0.5781615113469841
GISTEMP,2005-01,0.74,2005-01-01,1,Winter,0.7069190859043923
gcag,2005-01,0.6501,2005-01-01,1,Winter,0.6713137153946691
GISTEMP,2005-02,0.6,2005-02-01,2,Winter,0.6514713453998178
gcag,2005-02,0.5338,2005-02-01,2,Winter,0.6252524852469405
GISTEMP,2005-03,0.74,2005-03-01,3,Summer,0.7069190859043923
gcag,2005-03,0.6459,2005-03-01,3,Summer,0.6696502831795319
GISTEMP,2005-04,0.67,2005-04-01,4,Summer,0.6791952156521052
gcag,2005-04,0.6316,2005-04-01,4,Summer,0.6639866925422789
GISTEMP,2005-05,0.63,2005-05-01,5,Summer,0.6633530040793696
gcag,2005-05,0.5532,2005-05-01,5,Summer,0.6329359578597173
GISTEMP,2005-06,0.64,2005-06-01,6,Monsoon,0.6673135569725533
gcag,2005-06,0.5688,2005-06-01,6,Monsoon,0.6391144203730841
GISTEMP,2005-07,0.61,2005-07-01,7,Monsoon,0.6554318982930017
gcag,2005-07,0.5549,2005-07-01,7,Monsoon,0.6336092518515585
GISTEMP,2005-08,0.6,2005-08-01,8,Monsoon,0.6514713453998178
gcag,2005-08,0.581,2005-08-01,8,Monsoon,0.6439462949027684
GISTEMP,2005-09,0.71,2005-09-01,9,Post-Monsoon,0.6950374272248406
gcag,2005-09,0.6341,2005-09-01,9,Post-Monsoon,0.6649768307655749
GISTEMP,2005-10,0.75,2005-10-01,10,Post-Monsoon,0.7108796387975762
gcag,2005-10,0.6844,2005-10-01,10,Post-Monsoon,0.6848984118182898
GISTEMP,2005-11,0.73,2005-11-01,11,Post-Monsoon,0.7029585330112084
gcag,2005-11,0.6432,2005-11-01,11,Post-Monsoon,0.6685809338983723
GISTEMP,2005-12,0.68,2005-12-01,12,Winter,0.6831557685452889
gcag,2005-12,0.6013,2005-12-01,12,Winter,0.6519862172759318
GISTEMP,2006-01,0.56,2006-01-01,1,Winter,0.6356291338270823
gcag,2006-01,0.4999,2006-01-01,1,Winter,0.6118262109390471
